persona_code,block_order,item_key,item_text,recall_period,response_scale,response_options,sensitive,assignment_seed,assignment_hash,synthetic_review_only
P01,1,RR01,Өөртөө тавьсан хоолны дүрмээс багахан зөрөхөд төлөвлөгөө нурсан мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,96a82e6abaa3c2971c9e20d1e5e5952290757b4a34597820b57adbb04c642999,true
P24,4,AC02,Сүүлийн 14 хоногт асуулт бүрт нэг ижил хариулт сонгох шаардлагатай мэт санагдсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,5,HS04,Тав тухтай цадсан мөчөө идэж байхдаа анзаарсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,6,EE01,Сүүлийн 14 хоногт стресстсэн үедээ өлсөөгүй байсан ч юм идсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,7,UC01,Идэж эхэлсний дараа хүссэн үедээ зогсоох хэцүү байсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,8,HA01,Тодорхой цаг эсвэл газар болоход бодолгүйгээр идэх зүйл рүү гараа сунгасан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,9,HA06,Давтагддаг нөхцөлд идэхээсээ өмнө сонголтоо зориуд хийсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,10,EE05,Уурлаж эсвэл бухимдсаны дараа хоол руу хандсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,11,SE03,Бусадтай хамт хооллох үед өөрийн сонголтоо тайван хийж чадна гэдэгтээ хэр итгэлтэй байсан бэ?,Сүүлийн 14 хоног,0–4 confidence,Огт итгэлгүй | Бага зэрэг итгэлтэй | Дунд зэрэг итгэлтэй | Их итгэлтэй | Маш их итгэлтэй,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,12,BI04,Биеийн төрхдөө санаа зовсноос хүмүүстэй хийх үйл ажиллагаанаас татгалзсан.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,true,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,13,IM05,Нэг удаа алгассан ч дараагийн боломж дээрээ эргэн үргэлжлүүлсэн.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
P24,14,HS06,Биеийн дохио тодорхой байсан ч хэзээ эхлэх эсвэл зогсохоо шийдэхэд ашиглаж чадаагүй.,Сүүлийн 14 хоног,0–4 frequency,Огт байгаагүй | Ховор | Заримдаа | Олон удаа | Бараг үргэлж,false,2026075065,72692f6542acb0be2689afa8d7ac9599d379cb15c803475c0eba9c83019b5013,true
