persona_run_id,persona_code,block_order,blinded_item_id,paraphrase_mn,example_situation_mn,recall_period_usable,selected_response,response_options_fit,ambiguous_word_or_phrase,asks_more_than_one_thing,judgmental_or_shaming,socially_desirable_answer_obvious,missing_not_applicable_option,response_confidence_1_5,observable_decision_summary,synthetic_review_only,status_label
SPR-SP01,SP01,1,B013,Идэж байгаагаа хэсэг хугацааны дараа л мэдсэн.,Хичээлийн завсарлагаар утсаа үзэж байхдаа зууш идэж эхэлснээ дараа нь анзаарна.,true,Бага зэрэг тохирно,true,хэсэг хугацааны дараа,false,false,false,false,4,Утсаа үзэх үед анзааралгүй идэж эхлэх нь хааяа тохиолдож болох тул бага зэрэг тохирно гэж сонгов.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP15,SP15,8,B011,Хоолны дүрмээс багахан зөрөхөд бүх зүйл бүтэлгүйтсэн мэт санагдсан эсэх.,Төлөвлөөгүй амттан идсэний дараа тухайн өдрийн хооллолт бүтэлгүйтсэн гэж бодох.,true,Олон удаа,true,бүх зүйл бүтэлгүйтсэн,false,true,false,false,5,Хоолны дүрмээс багахан зөрсний дараа бүх зүйл бүтэлгүйтсэн мэт санагдах нь олон удаа тохиолдсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP15,SP15,9,B026,Зав багатай үед тохирох хоолны сонголт хийж чадна гэсэн итгэл.,Богино завсарлагаар хоол авахдаа тохирох сонголт хийх.,true,Бага зэрэг итгэлтэй,true,тохирох сонголт,false,false,true,false,4,Зав багатай үед хоолны тохирох сонголт хийх итгэл бага зэрэг байна.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP15,SP15,10,B004,Идэж байхдаа үргэлжлүүлэх эсэхээ бодохоор түр зогсож чадсан эсэх.,Зууш идэж байхдаа цааш идэх эсэхээ бодохоор хэсэг завсарлах.,true,Заримдаа,true,үргэлжлүүлэх эсэхээ бодох,false,false,true,false,4,Идэж байхдаа үргэлжлүүлэх эсэхээ бодохоор түр зогсох нь заримдаа тохиолдсон.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,1,B035,Завгүй үедээ өмнө нь сонгож бэлдсэн хялбар хоолоо идсэн эсэх.,Оройн уулзалт сунжрахад урьдчилан сонгосон энгийн хоолоо захиалж идэх.,true,Олон удаа,true,энгийн,false,false,true,false,5,"Сүүлийн 14 хоногт завгүй нөхцөл олон гарч, урьдчилан сонгосон хоолны хувилбарыг олон удаа ашигласан гэж хариулав.",true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,2,B002,Гуниглах үедээ хоол идээд түр тайвширсан мэт болсон эсэх.,Ажлын таагүй мэдээ авсны дараа гуниглаж байхдаа юм идээд тайвшрах.,true,Огт байгаагүй,true,хэсэг зуур,false,false,true,false,5,Сүүлийн 14 хоногт гунигтай үед хоол идэж түр тайвширсан тохиолдол байгаагүй гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,3,B028,Хооллож байхдаа идэхээ болих эсвэл үргэлжлүүлэх шийдвэрээ барихад хэцүү байсан эсэх.,Цадсан мэт санагдсан ч тавган дээрх хоолоо үргэлжлүүлэн идэх эсэхээ шийдэж чадахгүй байх.,true,Огт байгаагүй,true,,false,false,true,false,5,Сүүлийн 14 хоногт хооллож байхдаа зогсох эсвэл үргэлжлүүлэхээ удирдахад хэцүү байгаагүй гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,4,B037,Төлөвлөгөөнөөс өөр хоол идсэний дараа дараагийн хоолноос хэвийн төлөвлөгөөндөө буцна гэдэгтээ хэр итгэлтэй байгааг асууж байна.,Бизнесийн оройн хоолонд төлөвлөөгүй зүйл идсэн ч маргаашийн өглөөний хоолоо төлөвлөсний дагуу идэх.,true,Их итгэлтэй,true,эргэн орж чадна,false,false,true,false,5,Төсөөлсөн нөхцөлд төлөвлөгөөнөөс өөр идсэний дараах дараагийн хоолондоо буцаж чадна гэдэгтээ их итгэлтэй гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,5,B003,Таагүй мэдрэмж төрөхөд хоол идэлгүйгээр тэр мэдрэмжийг хэсэг хугацаанд даасан эсэх.,Хүнд уулзалтын дараа бухимдсан ч зууш авахгүйгээр мэдрэмж намдахыг хүлээх.,true,Ийм нөхцөл тохиолдоогүй,true,таагүй мэдрэмж,false,false,true,false,4,Сүүлийн 14 хоногт таагүй мэдрэмжээс болж идэхийн оронд тэсвэрлэх шаардлагатай нөхцөл тохиолдоогүй гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,6,B042,Өдөр тутмын тогтсон нэг үйлдлийн дараа анзааралгүйгээр иддэг эсэх.,Орой ажлын имэйлээ хаасныхаа дараа бодолгүйгээр ширээн дээрх зуушнаас авах.,false,Бага зэрэг тохирно,true,бодолгүйгээр,false,false,true,false,4,Ерөнхий хэв маягаа бодоход давтагддаг үйлдлийн дараа автоматаар идэх нь өөрт нь бага зэрэг тохирно гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,7,B029,Биеийн төрхдөө санаа зовсноосоо болж бусадтай хамт хийх зүйлээс татгалзсан эсэх.,Биеийн төрхөө бодоод хамт олны усан бассейны арга хэмжээнд очихгүй байх.,true,Ховор,true,хүмүүсийн дунд хийх үйл ажиллагаа,false,false,true,false,4,Сүүлийн 30 хоногт биеийн төрхийн санаа зовнилоос шалтгаалан бусадтай хийх үйл ажиллагаанаас ховор зайлсхийсэн гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,8,B038,Хооллож байхдаа тухтай цадсанаа анзаарсан эсэх.,"Өдрийн хоолны үеэр өлсөхөө больж, тухтай цадсанаа мэдрээд идэхээ зогсоох.",true,Олон удаа,true,таатайгаар цадсан,false,false,true,false,4,Сүүлийн 14 хоногт хооллох үеэрээ тухтай цадсан мөчөө олон удаа анзаарсан гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,9,B008,Төлөвлөөгүй зүйл идсэн ч дараагийн хоолноос ердийн хооллолтдоо буцсан эсэх.,Хүлээн авалт дээр төлөвлөөгүй амттан идсэн ч дараагийн өглөө ердийн өглөөний хоолоо идэх.,true,Олон удаа,true,хэвийн хооллолт,false,false,true,false,5,Сүүлийн 14 хоногт төлөвлөснөөс өөр идсэний дараа дараагийн хоолондоо хэвийн хооллолтдоо олон удаа буцсан гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
SPR-SP16,SP16,10,B039,Хоол ойр байхад идэх эсэхээ өөрөө сонгож чадна гэдэгтээ хэр итгэлтэй байгааг асууж байна.,Хурлын ширээн дээр амттан байхад өлсөөгүй бол авахгүй байхаар сонгох.,true,Их итгэлтэй,true,идэх зүйл ойрхон,false,false,true,false,5,Төсөөлсөн нөхцөлд хоол ойр байсан ч идэх эсэхээ сонгож чадна гэдэгтээ их итгэлтэй гэж хариулав.,true,AI-REVISED CANDIDATE ITEM BANK ONLY | NOT HUMAN-REVIEWED | NOT PSYCHOMETRICALLY VALIDATED | NOT A CLINICAL OR PSYCHOLOGICAL DIAGNOSIS | NOT READY FOR PRODUCTION PSYCHOMETRIC CLAIMS
